freejoint_x,freejoint_y,freejoint_z,freejoint_rx,freejoint_ry,freejoint_rz,headr_x,headr_y,headr_z,lclaviclery,lclaviclerz,lfemurr_x,lfemurr_y,lfemurr_z,lfootrx,lfootrz,lhumerusr_x,lhumerusr_y,lhumerusr_z,lowerbackr_x,lowerbackr_y,lowerbackr_z,lowerneckr_x,lowerneckr_y,lowerneckr_z,lradiusrx,ltibiarx,ltoesrx,rclaviclery,rclaviclerz,rfemurr_x,rfemurr_y,rfemurr_z,rfootrx,rfootrz,rhumerusr_x,rhumerusr_y,rhumerusr_z,rradiusrx,rtibiarx,rtoesrx,thoraxr_x,thoraxr_y,thoraxr_z,upperbackry,upperbackrz,upperneckr_x,upperneckr_y,upperneckr_z
-0.05273063,1.613776,0.2352752,0.02920086,0.5294906,1.10253,-0.1197184,-0.1034748,0.08329922,-0.4435493,-0.1952071,0.5962034,-1.070944,-1.329962,-0.02847351,0.1926784,2.187829,-0.1647229,0.0350794,0.5760012,0.2302101,-0.6124085,0.1685258,0.2745239,-0.5271682,-0.4878192,2.432652,0.4398862,0.1003381,-0.1221301,-3.239249,0.04424895,-0.4441214,-1.800265,-0.6394106,-2.112349,0.03552186,0.05899921,-1.53806,2.32466,5.520006,-0.2140718,-0.8527789,0.01318692,-0.4862019,-0.1943504,0.06135883,0.2805548,-0.0100106
-0.05848723,1.590867,0.2461224,0.1127722,0.5226991,1.190905,-0.3052354,0.02244509,0.2022059,-0.3844547,-0.1638902,0.738618,-1.046555,-1.343298,-0.4658697,0.1223026,2.319096,-0.2592927,0.1372559,0.6199355,0.1841885,-0.5661236,0.1893479,0.3726846,-0.5271353,-0.5786306,2.260004,0.3960435,0.1638085,-0.1278925,-3.300109,-0.3487782,-0.5142632,-2.875265,-0.8827748,-1.876251,0.00509532,-0.0259227,-1.883823,2.446556,5.098992,-0.09234238,-0.9088003,-0.001308729,-0.6100485,-0.1506552,0.1891544,0.1806519,-0.1350293
-0.06324583,1.569583,0.2620522,0.2242022,0.5369709,1.123182,-0.1024363,-0.1490327,0.1025797,-0.4397934,-0.1428537,1.005959,-0.897463,-1.300557,-0.8013225,0.04660042,2.346903,-0.2402211,0.2079874,0.7089188,0.1498129,-0.5197054,0.2455347,0.3436406,-0.5689954,-0.7633184,1.97349,0.3385392,0.2005702,-0.08821487,-3.358989,-0.3307267,-0.5499907,-2.821718,-0.8272452,-1.774932,0.01890933,-0.003801462,-1.947299,2.711323,4.970611,-0.02326319,-0.916823,-0.01571429,-0.5527746,-0.1331766,0.1566256,0.2704045,-0.08901177
-0.06344666,1.56363,0.2690885,0.3210712,0.5645508,1.260247,-0.2071146,-0.0660629,0.1963565,-0.4140461,-0.07155495,1.220003,-0.7698905,-1.339958,-1.083768,-0.1548234,2.397326,-0.3548172,0.3139425,0.7091706,0.05810798,-0.506032,0.2178819,0.4029019,-0.5584466,-0.8441138,1.720971,0.3274502,0.1754001,-0.09784789,-3.226199,-0.6089141,-0.6275364,-3.591856,-1.00187,-1.500103,0.02517207,-0.1082408,-2.248073,2.864473,4.359004,0.117909,-0.9669152,-0.002370448,-0.6479169,-0.1349343,0.2888159,0.205734,-0.2069319
-0.06523362,1.557945,0.2834913,0.3707062,0.5735813,1.262398,-0.09410074,-0.1890548,0.1183269,-0.4563468,-0.02835295,1.43314,-0.6401593,-1.318286,-1.292632,-0.2702675,2.39357,-0.3610623,0.3741221,0.6969019,0.01818638,-0.463006,0.2960615,0.3738637,-0.5984117,-1.016855,1.416968,0.2912516,0.1660851,-0.04899368,-3.181224,-0.4797999,-0.6246509,-3.802873,-0.8357847,-1.421567,0.03269703,-0.07584562,-2.287071,2.836199,4.031298,0.1641286,-0.9890202,-0.01722451,-0.6071071,-0.1276231,0.2540021,0.2663994,-0.1583272
-0.06390338,1.559382,0.2922282,0.4439772,0.5920926,1.364126,-0.1758412,-0.1488428,0.1430104,-0.4743316,0.04563107,1.6546,-0.4155232,-1.309344,-1.462658,-0.5551961,2.381349,-0.4864945,0.4704367,0.6770955,-0.05239686,-0.4462743,0.2501746,0.3900996,-0.586368,-1.096623,1.130827,0.268672,0.06246579,-0.04197229,-2.978687,-0.5284575,-0.6491334,-4.573773,-0.8152301,-1.140235,0.08832818,-0.1366245,-2.562431,2.452641,3.344193,0.2691717,-0.9868779,-0.006885983,-0.6620611,-0.1251998,0.3577473,0.230273,-0.268907
-0.06576236,1.558735,0.3068863,0.4231948,0.5958614,1.355229,-0.1031349,-0.2133854,0.1207123,-0.4996907,0.08321059,1.803873,-0.310545,-1.282223,-1.569997,-0.6504225,2.362467,-0.5004884,0.5266621,0.6053485,-0.06940521,-0.3994311,0.3098229,0.369625,-0.6370063,-1.249444,0.8139036,0.2313292,0.02893695,0.008063387,-2.980205,-0.3165923,-0.6230175,-4.766417,-0.6458769,-1.087616,0.08689762,-0.0808169,-2.580328,2.005981,3.052217,0.2789079,-1.005108,-0.02196485,-0.5966432,-0.1185312,0.3149238,0.2652781,-0.2350168
-0.06839638,1.554988,0.3177319,0.4825078,0.5801553,1.362462,-0.1777571,-0.2042955,0.08519945,-0.5169478,0.136695,2.02912,-0.07306808,-1.203439,-1.651419,-0.9026207,2.332518,-0.6123224,0.6233086,0.6205227,-0.07108604,-0.3527265,0.2715239,0.3928707,-0.6316432,-1.3095,0.5087065,0.1900084,-0.06695591,0.02051168,-2.863036,-0.2780126,-0.6169473,-5.19185,-0.7370843,-0.8627927,0.159577,-0.08285975,-2.815449,1.443727,2.548412,0.3305106,-0.9547943,-0.03839745,-0.632117,-0.07523417,0.3576575,0.241931,-0.3325008
-0.07337452,1.552217,0.3309025,0.4232743,0.5662746,1.294912,-0.1243244,-0.2206797,0.1148337,-0.5136887,0.1537382,2.165109,-0.009090971,-1.146028,-1.701898,-0.9482234,2.317,-0.6251646,0.6868263,0.5342261,-0.06709658,-0.2860478,0.2954748,0.367213,-0.6910367,-1.428813,0.1510421,0.1680645,-0.07840114,0.0493794,-2.986199,-0.07941029,-0.5966052,-5.098836,-0.6255663,-0.8450893,0.1492334,-0.008704769,-2.815555,1.072063,2.428924,0.3250456,-0.9579944,-0.04515445,-0.5319839,-0.06230838,0.3202401,0.2681854,-0.3169228
-0.08051183,1.546993,0.3367395,0.4826583,0.4804056,1.252814,-0.1487252,-0.2357089,0.07150444,-0.4821676,0.1973549,2.456038,0.1586952,-0.9800455,-1.806219,-1.197179,2.274348,-0.7080045,0.7807875,0.5670955,-0.03108986,-0.1789108,0.2663975,0.4373911,-0.6860015,-1.397045,-0.2567141,0.1319694,-0.1105009,0.0343066,-2.934336,-0.1016361,-0.5430306,-5.319217,-0.8330389,-0.6946083,0.1998153,-0.00729802,-3.009944,0.6847084,2.021211,0.3643973,-0.9175597,-0.0862615,-0.5755876,0.01921446,0.3028485,0.2523637,-0.3849281
-0.08820994,1.547645,0.3418262,0.4055008,0.4079161,1.156492,-0.1391029,-0.2203317,0.1145259,-0.4417758,0.1966776,2.664285,0.1479877,-0.8515024,-1.926985,-1.266406,2.227598,-0.7218754,0.8257121,0.4587643,-0.02711182,-0.07339425,0.2826078,0.3899671,-0.734462,-1.378713,-0.7603223,0.1428585,-0.0975434,0.01833955,-3.103644,0.02183028,-0.4848153,-5.139184,-0.7346821,-0.6856284,0.1802795,0.04780042,-3.060091,0.4826874,1.954204,0.3591577,-0.9175804,-0.07565144,-0.4758846,0.04978387,0.2827763,0.2748226,-0.3725697
-0.09411316,1.545851,0.3388964,0.4662246,0.3036081,1.124618,-0.09827315,-0.2657977,0.0722909,-0.3589208,0.2306245,3.013968,0.2266689,-0.6736848,-2.059801,-1.504637,2.164257,-0.7869728,0.8889598,0.4924659,-0.008670674,0.01809039,0.2597301,0.4930096,-0.7161285,-1.230873,-1.265811,0.1616957,-0.083519,-0.03157569,-3.045781,-0.08533742,-0.4284545,-5.224214,-0.9439567,-0.5886657,0.2283872,0.02887853,-3.22085,0.2066763,1.554427,0.3887913,-0.9213383,-0.09830029,-0.5153285,0.1412676,0.2271306,0.2686974,-0.4019089
-0.09894609,1.547532,0.3371842,0.3719128,0.2443832,1.050094,-0.140421,-0.2233347,0.1222058,-0.2931671,0.2224309,3.19023,0.1565872,-0.5749516,-2.151794,-1.527179,2.116985,-0.7987636,0.9056227,0.3736134,-0.01604917,0.08393618,0.2713482,0.420473,-0.7321293,-1.152059,-1.758557,0.1651082,-0.0638518,-0.0622479,-3.223644,-0.01995208,-0.3921099,-5.057229,-0.8356609,-0.5873145,0.2029844,0.06366585,-3.282709,0.06981229,1.505014,0.3714593,-0.9250014,-0.06241531,-0.4418914,0.1598003,0.225512,0.2801829,-0.380239
-0.1000901,1.544341,0.330032,0.4344149,0.1898587,1.018911,-0.05634604,-0.2963298,0.06797942,-0.2076638,0.2485653,3.487504,0.2345835,-0.4554327,-2.187986,-1.703265,2.05991,-0.8476558,0.9240972,0.4267239,-0.008274113,0.1104652,0.2451887,0.5205035,-0.6898615,-0.9735426,-2.178875,0.1573559,-0.05705396,-0.1032187,-3.153083,-0.1140158,-0.3827612,-4.993306,-1.004893,-0.5029358,0.2661433,0.0367365,-3.399298,-0.2240607,1.154956,0.3839791,-0.9385122,-0.0721843,-0.4624524,0.2261717,0.1439436,0.2831621,-0.3754752
-0.1003445,1.543094,0.3258849,0.3326802,0.1811803,0.9571259,-0.1369626,-0.2276456,0.1299249,-0.146209,0.2354952,3.555337,0.1518858,-0.4221046,-2.159437,-1.659221,2.028047,-0.8551248,0.9082603,0.3170353,-0.0167622,0.1224498,0.2523914,0.437903,-0.6817457,-0.8933619,-2.507307,0.1642329,-0.04292574,-0.1188872,-3.330218,-0.04652753,-0.39323,-4.836738,-0.8905592,-0.4986128,0.2350069,0.05701254,-3.454144,-0.3948331,1.13486,0.3566176,-0.9418148,-0.02477199,-0.40119,0.2096346,0.1534748,0.2806894,-0.3468634
-0.09809024,1.535856,0.3182003,0.3884987,0.1727959,0.9091262,-0.01709811,-0.3116807,0.07965116,-0.08559163,0.2582702,3.744691,0.268916,-0.3560235,-2.076138,-1.758416,1.983742,-0.8875264,0.8901222,0.3836472,0.01191538,0.1085733,0.222017,0.5272899,-0.6251487,-0.7082878,-2.764235,0.1344458,-0.05461437,-0.1343624,-3.269852,-0.08432966,-0.4167805,-4.688087,-1.059479,-0.4137228,0.2898959,0.0187725,-3.540106,-0.7152904,0.8325314,0.3617977,-0.9408436,-0.05017478,-0.418442,0.2550512,0.05151669,0.2898902,-0.3280294
-0.09568448,1.531257,0.3135008,0.2950868,0.1898901,0.8617014,-0.1301292,-0.2283412,0.133981,-0.04528582,0.240166,3.716755,0.2202378,-0.3604449,-1.943864,-1.657769,1.943149,-0.8909371,0.8425252,0.2936513,-0.002746149,0.1036436,0.2224015,0.44538,-0.6082769,-0.5709941,-2.926676,0.1001483,-0.04584095,-0.1328695,-3.423145,-0.02049527,-0.447485,-4.504325,-0.9538976,-0.3982137,0.2456103,0.02583538,-3.592461,-0.9258231,0.8121481,0.3369385,-0.9446313,-0.006883066,-0.3594578,0.2123812,0.07594705,0.2786352,-0.2969892
-0.09228877,1.522354,0.3038709,0.3498285,0.1786333,0.8311955,0.02145197,-0.3204786,0.08641523,-0.001621544,0.2539845,3.814343,0.3341907,-0.307506,-1.737723,-1.697156,1.878898,-0.9244952,0.7918582,0.3656395,0.02355861,0.09585077,0.1936316,0.5383321,-0.5547653,-0.2936306,-3.041242,0.0005536632,-0.05245479,-0.1483174,-3.348805,-0.06281575,-0.4630587,-4.243855,-1.140515,-0.3294622,0.2912224,-0.02383538,-3.651507,-1.242909,0.4798593,0.3411906,-0.9554428,-0.03123171,-0.3764622,0.2448341,-0.03656957,0.2885206,-0.2759334
-0.08923706,1.518286,0.2955785,0.2634838,0.1761297,0.7985942,-0.1203383,-0.2266533,0.1325646,0.02386315,0.2389655,3.729902,0.2968364,-0.295498,-1.420171,-1.582266,1.825805,-0.9279637,0.735455,0.2785037,0.008506889,0.1047281,0.1927521,0.4516285,-0.5356761,-0.1074246,-3.106381,-0.1088153,-0.04506252,-0.1495802,-3.466706,-0.01244483,-0.4680315,-4.057824,-1.034564,-0.313623,0.238006,-0.02698327,-3.700874,-1.43061,0.4685026,0.3245349,-0.9588489,0.006845414,-0.3286489,0.2067836,0.005298655,0.2731991,-0.2474959
-0.08591001,1.510399,0.2792516,0.3258252,0.1295873,0.7880152,0.06556755,-0.3311073,0.08083174,0.06642213,0.2551715,3.772271,0.393636,-0.2131509,-1.025809,-1.592319,1.76185,-0.9601013,0.6840886,0.3581374,0.01511641,0.1283624,0.1615212,0.5521577,-0.4914297,0.1879531,-3.118634,-0.213182,-0.05009498,-0.1817084,-3.357938,-0.07034881,-0.444095,-3.761777,-1.235112,-0.2636007,0.274873,-0.08034734,-3.71653,-1.706496,0.1450526,0.324279,-0.9782408,-0.0039164,-0.3383615,0.2336913,-0.1048312,0.2801065,-0.2224203
-0.08228728,1.509198,0.2630297,0.2456907,0.09595336,0.7633657,-0.1062514,-0.2238792,0.1271707,0.08571529,0.2504561,3.65216,0.3602236,-0.1656725,-0.5626081,-1.455017,1.709294,-0.9632089,0.6342349,0.2680013,0.005182351,0.1488033,0.1670316,0.4577899,-0.4693479,0.3644707,-3.10501,-0.2459051,-0.04583704,-0.1954971,-3.440048,-0.02819733,-0.4129137,-3.621886,-1.124948,-0.2489348,0.2169736,-0.08690339,-3.758445,-1.852762,0.1523361,0.3118703,-0.9817045,0.03469311,-0.3034068,0.2143342,-0.04983391,0.2629959,-0.1994109
-0.07781569,1.504106,0.2389933,0.3027405,0.03916823,0.751119,0.1148446,-0.3366143,0.07947713,0.1184414,0.2756576,3.655431,0.457131,-0.06966331,-0.2021207,-1.412522,1.64837,-0.9892848,0.5879181,0.3387674,0.01146452,0.1665314,0.1381617,0.5563211,-0.4283043,0.6382647,-3.043286,-0.3216173,-0.05630243,-0.2358174,-3.317846,-0.06699322,-0.3716417,-3.312605,-1.303768,-0.2176983,0.2387448,-0.1391823,-3.74636,-2.065913,-0.1218667,0.3056486,-0.9925574,0.02809382,-0.3085389,0.2517461,-0.1610789,0.2637409,-0.1708224
-0.07263237,1.505149,0.2158456,0.2412437,0.01048445,0.7340566,-0.08696711,-0.2199342,0.1213226,0.1284144,0.2787323,3.52812,0.4365591,-0.02249064,0.05434801,-1.27554,1.594034,-0.9853549,0.5352948,0.2624961,0.001338443,0.1725657,0.1449573,0.4586085,-0.3999873,0.8178648,-2.957721,-0.3352588,-0.05554702,-0.2472845,-3.351213,-0.02881326,-0.3474179,-3.193641,-1.184973,-0.2055998,0.1845365,-0.1398874,-3.770361,-2.177236,-0.09283434,0.2963066,-0.9951171,0.06978821,-0.2780967,0.2308904,-0.09446347,0.2462659,-0.148364
-0.06670755,1.503095,0.1880209,0.2831968,-0.02362184,0.7121853,0.1582393,-0.3359423,0.07991754,0.1370306,0.302288,3.505281,0.5233142,0.04811109,0.1296298,-1.210597,1.506603,-0.9951067,0.4664258,0.3137027,0.01724518,0.1598277,0.1221126,0.5504674,-0.359712,1.151425,-2.849842,-0.4371324,-0.0647853,-0.2692769,-3.226937,-0.03065282,-0.3240645,-2.754493,-1.309964,-0.206736,0.2174182,-0.1657995,-3.706082,-2.354236,-0.3107966,0.2875265,-0.9921724,0.05434948,-0.2783787,0.2734712,-0.2146197,0.2301631,-0.1164707
-0.06062809,1.506256,0.1617304,0.2331295,-0.03152877,0.6969646,-0.06638569,-0.2146413,0.1144398,0.1377819,0.3061283,3.388517,0.5100178,0.07373657,0.1017138,-1.107191,1.441795,-0.9797499,0.4014644,0.2459729,0.007294346,0.1521586,0.1225432,0.4507922,-0.3273729,1.375035,-2.735999,-0.437422,-0.06624752,-0.2641467,-3.213646,0.01193236,-0.3248193,-2.606772,-1.185406,-0.2034235,0.1763739,-0.1520348,-3.697765,-2.473173,-0.2678563,0.2830836,-0.9901177,0.09211656,-0.2472337,0.2370409,-0.1375683,0.2169264,-0.09511337
-0.05453846,1.506284,0.1328099,0.2516885,-0.04751505,0.664821,0.1899893,-0.3293597,0.07378523,0.1357846,0.3196011,3.346417,0.5641947,0.1165454,-0.01778912,-1.039059,1.346002,-0.9803611,0.3176916,0.2754832,0.02525737,0.1279442,0.1023708,0.5415568,-0.2981013,1.724532,-2.618279,-0.5483407,-0.07222801,-0.2645404,-3.100016,0.03775366,-0.3154286,-2.084025,-1.266222,-0.2319581,0.2231798,-0.1453265,-3.593215,-2.639937,-0.4210949,0.2651161,-0.976887,0.07315231,-0.2363915,0.2708141,-0.2576201,0.1775338,-0.06009189
-0.04833765,1.510558,0.1055923,0.2033176,-0.03949012,0.6432559,-0.04646164,-0.2059932,0.1039768,0.1365306,0.3200186,3.246066,0.5531868,0.1229458,-0.169437,-0.961932,1.28726,-0.9609268,0.2525713,0.2125376,0.02025754,0.1121788,0.0983282,0.4392298,-0.2668911,1.933346,-2.517652,-0.5336536,-0.07499298,-0.2448421,-3.062503,0.0827343,-0.332894,-1.968288,-1.142629,-0.2292787,0.1876931,-0.1210736,-3.580716,-2.768661,-0.367837,0.259223,-0.9705575,0.1041627,-0.2060038,0.2261715,-0.1764484,0.1751907,-0.04657964
-0.04247058,1.511108,0.07738566,0.2001578,-0.04232234,0.6045014,0.212684,-0.3125695,0.06609689,0.13873,0.3161974,3.191118,0.5739257,0.1429511,-0.3446928,-0.8780728,1.206515,-0.9548855,0.1646549,0.2278153,0.03212763,0.08281487,0.07818306,0.5333249,-0.2541078,2.244494,-2.41153,-0.6357423,-0.07407584,-0.2311711,-2.968074,0.1189028,-0.3329867,-1.47139,-1.184299,-0.2746723,0.2341633,-0.09144972,-3.457613,-2.92305,-0.4618159,0.2289136,-0.9514866,0.08857648,-0.1866681,0.2509935,-0.2891585,0.1147404,-0.01218735
-0.03634747,1.515135,0.05109886,0.154517,-0.02144411,0.57543,-0.02708431,-0.191833,0.09025975,0.1432414,0.3098336,3.110012,0.573717,0.134174,-0.5043525,-0.8175858,1.162152,-0.934148,0.1041531,0.1746581,0.0323224,0.06073237,0.07195693,0.4289251,-0.2250569,2.411367,-2.336922,-0.6078176,-0.07511972,-0.2002915,-2.919558,0.1599779,-0.360988,-1.425199,-1.066644,-0.2662191,0.199861,-0.06256223,-3.454472,-3.050511,-0.4063078,0.2201543,-0.9430104,0.1123675,-0.1611677,0.2035111,-0.2089463,0.126282,-0.007187511
-0.03045565,1.515715,0.02524018,0.1325417,-0.007653314,0.5367121,0.2370705,-0.2839693,0.06730552,0.1527966,0.2877966,3.043523,0.5652324,0.1294196,-0.6504366,-0.7122247,1.113234,-0.9200895,0.02146984,0.1764503,0.03216363,0.01780697,0.05551448,0.5217698,-0.2253191,2.666683,-2.247435,-0.6923107,-0.05974531,-0.1779674,-2.841997,0.2098948,-0.3731484,-0.9863987,-1.057372,-0.3569085,0.2357069,-0.009197739,-3.237662,-3.192424,-0.4988237,0.18471,-0.9129455,0.09899887,-0.137789,0.2285684,-0.3194409,0.05151981,0.0196928
-0.02476128,1.518875,0.001154658,0.1045841,0.01837451,0.5088233,-0.00710186,-0.1717072,0.07551178,0.1626206,0.2747561,2.987053,0.5829892,0.1149964,-0.769345,-0.6706693,1.104207,-0.8930299,-0.0238734,0.1467542,0.03441961,-0.001037381,0.04886594,0.4173074,-0.1985121,2.784067,-2.185078,-0.6306699,-0.04854943,-0.1333865,-2.755028,0.2608044,-0.4011185,-0.9736561,-0.9518497,-0.4044058,0.2146658,0.05600946,-3.07983,-3.349661,-0.5089571,0.1775557,-0.895999,0.1164753,-0.1187246,0.1789607,-0.2404969,0.07404073,0.02306836
-0.01911645,1.51897,-0.02145667,0.07121833,0.03843876,0.4902527,0.2598955,-0.2484789,0.07004458,0.179848,0.2375145,2.896548,0.5302177,0.09787668,-0.8687397,-0.5430789,1.088689,-0.8586013,-0.09690866,0.1415311,0.02025824,-0.04674714,0.03505021,0.5085196,-0.2112757,2.989093,-2.079636,-0.6995693,-0.02010415,-0.09914904,-2.676271,0.3029644,-0.4252375,-0.5860895,-0.913748,-0.5427361,0.2382696,0.1428943,-2.747923,-3.508867,-0.6216602,0.1394915,-0.8622532,0.1013497,-0.1047823,0.2068619,-0.3489906,-0.01369448,0.04224094
-0.01389711,1.521373,-0.04267966,0.05276759,0.06679529,0.4679846,0.01293914,-0.1467702,0.06006407,0.1900431,0.2194368,2.847879,0.5665941,0.08183972,-0.9345384,-0.5237048,1.103656,-0.8300355,-0.1294258,0.125456,0.02597738,-0.06055896,0.03000014,0.405668,-0.1867026,3.067475,-2.016,-0.6211748,-0.007528909,-0.04975097,-2.565161,0.3594368,-0.4538672,-0.6129978,-0.8242998,-0.6097451,0.2256191,0.2205841,-2.542023,-3.686415,-0.6574091,0.1331332,-0.8459221,0.1127858,-0.09310993,0.1566823,-0.2688548,0.0208022,0.04459195
